AC_Code|Candidate|Constituency|EVM Votes|OSN|Party|Percent of Votes|Postal Votes|State|State_Code|Total of Votes
48|SHYAMA CHARAN GUPTA|Banda|418647|3|Samajwadi Party|40.5|341|Uttar Pradesh|S24|418988
48|R.K. SINGH PATEL|Banda|477100|4|Bharatiya Janata Party|46.2|826|Uttar Pradesh|S24|477926
48|CHHOTELAL|Banda|12746|5|Pragatishil Samajwadi Party (Lohia)|1.23|1|Uttar Pradesh|S24|12747
48|MIRA DEVI|Banda|6539|6|Swatantra Jantaraj Party|0.63|6|Uttar Pradesh|S24|6545
48|SHIRAZ RAHAT KHAN|Banda|7869|7|Ambedkar Samaj Party|0.76|4|Uttar Pradesh|S24|7873
48|RAMPRATAP|Banda|5430|8|Independent|0.53|3|Uttar Pradesh|S24|5433
48|NOTA|Banda|19248|9|None of the Above|1.86|2|Uttar Pradesh|S24|19250
49|NIRANJAN JYOTI|Fatehpur|563715|1|Bharatiya Janata Party|54.24|2325|Uttar Pradesh|S24|566040
49|RAKESH SACHAN|Fatehpur|65738|2|Indian National Congress|6.33|339|Uttar Pradesh|S24|66077
49|SUKHDEV PRASAD VERMA|Fatehpur|366167|3|Bahujan Samaj Party|35.24|1668|Uttar Pradesh|S24|367835
49|ASHOK KUMAR MISHRA|Fatehpur|5266|4|Janhit Bharat Party|0.51|12|Uttar Pradesh|S24|5278
49|MAHESH CHANDRA SAHU|Fatehpur|2706|5|Pragatishil Samajwadi Party (Lohia)|0.26|12|Uttar Pradesh|S24|2718
49|RAJKUMAR LODHI|Fatehpur|2454|6|Vikas Insaf Party|0.24|3|Uttar Pradesh|S24|2457
49|RAMKUMAR|Fatehpur|2779|7|Peoples Party of India (Democratic)|0.27|1|Uttar Pradesh|S24|2780
49|KAMTA PRASAD|Fatehpur|3794|8|Independent|0.36|2|Uttar Pradesh|S24|3796
49|JUBER AHMAD|Fatehpur|4903|9|Independent|0.47|3|Uttar Pradesh|S24|4906
49|BENI PRASAD|Fatehpur|7072|10|Independent|0.68|4|Uttar Pradesh|S24|7076
49|NOTA|Fatehpur|14640|11|None of the Above|1.41|52|Uttar Pradesh|S24|14692
5|OMVATI DEVI|Nagina|19967|1|Indian National Congress|1.99|79|Uttar Pradesh|S24|20046
5|GIRISH CHANDRA|Nagina|567195|2|Bahujan Samaj Party|56.31|1183|Uttar Pradesh|S24|568378
5|DR. YASHWANT SINGH|Nagina|399348|3|Bharatiya Janata Party|39.78|2198|Uttar Pradesh|S24|401546
5|AMICHAND|Nagina|6154|4|Rashtriya Samanta Dal|0.61|2|Uttar Pradesh|S24|6156
5|KAMESH KUMAR|Nagina|1751|5|Peoples Party of India (Democratic)|0.17|1|Uttar Pradesh|S24|1752
5|TEJ SINGH|Nagina|2165|6|Ambedkar Samaj Party|0.21|4|Uttar Pradesh|S24|2169
5|CHARAN SINGH|Nagina|2877|7|Independent|0.29|4|Uttar Pradesh|S24|2881
5|NOTA|Nagina|6498|8|None of the Above|0.65|30|Uttar Pradesh|S24|6528
50|INDRAJEET SAROJ|Kaushambi|343274|1|Samajwadi Party|35.33|1013|Uttar Pradesh|S24|344287
50|GIRISH PASI|Kaushambi|16384|2|Indian National Congress|1.69|58|Uttar Pradesh|S24|16442
50|VINOD KUMAR SONKAR|Kaushambi|381517|3|Bharatiya Janata Party|39.31|1492|Uttar Pradesh|S24|383009
50|BACHACHA LAL|Kaushambi|6206|4|Bhartiya Shakti Chetna Party|0.64|5|Uttar Pradesh|S24|6211
50|MISHRI LAL|Kaushambi|3178|5|Swatantra Jantaraj Party|0.33|5|Uttar Pradesh|S24|3183
50|RAJDEV|Kaushambi|4986|6|Pragatishil Samajwadi Party (Lohia)|0.51|0|Uttar Pradesh|S24|4986
50|SHAILENDRA KUMAR PASI|Kaushambi|156269|7|Jansatta Dal Loktantrik|16.05|137|Uttar Pradesh|S24|156406
50|CHHEDDU|Kaushambi|3562|8|Independent|0.37|4|Uttar Pradesh|S24|3566
50|PRADEEP KUMAR|Kaushambi|2376|9|Independent|0.24|1|Uttar Pradesh|S24|2377
50|RAM SUMER|Kaushambi|4219|10|Independent|0.43|5|Uttar Pradesh|S24|4224
50|SHAILENDRA KUMAR|Kaushambi|26954|11|Independent|2.77|13|Uttar Pradesh|S24|26967
50|SHAILENDRA KUMAR|Kaushambi|8009|12|Independent|0.82|2|Uttar Pradesh|S24|8011
50|NOTA|Kaushambi|14751|13|None of the Above|1.52|18|Uttar Pradesh|S24|14769
51|Keshari Devi Patel|Phulpur|542398|1|Bharatiya Janata Party|55.68|2303|Uttar Pradesh|S24|544701
51|Pandhari Yadav|Phulpur|371318|2|Samajwadi Party|38.1|1415|Uttar Pradesh|S24|372733
51|Pankaj Patel|Phulpur|32617|3|Indian National Congress|3.35|144|Uttar Pradesh|S24|32761
51|Atul Kumar Dwivedi|Phulpur|1398|4|Lok Gathbandhan Party|0.14|8|Uttar Pradesh|S24|1406
51|Kamala Prasad|Phulpur|916|5|Ambedkar Yug Party|0.09|5|Uttar Pradesh|S24|921
51|Dakkhini Prasad Kushwaha|Phulpur|974|6|Rashtriya Garib Dal|0.1|1|Uttar Pradesh|S24|975
51|Priya Singh Paul Alias Priyadarshini Gandhi|Phulpur|1602|7|Pragatishil Samajwadi Party (Lohia)|0.16|5|Uttar Pradesh|S24|1607
51|Ramnath Priydarshi Suman|Phulpur|2058|8|Rashtriya Janmat Party|0.21|0|Uttar Pradesh|S24|2058
51|Dr. Ramlakhan Chaurasiya|Phulpur|1965|9|Moulik Adhikar Party|0.2|1|Uttar Pradesh|S24|1966
51|Srichandra Kesarwani (Advocate)|Phulpur|1261|10|Baliraja Party|0.13|1|Uttar Pradesh|S24|1262
51|Sunil Kumar Maurya|Phulpur|2185|11|Pragatisheel Samaj Party|0.22|4|Uttar Pradesh|S24|2189
51|Sanjeev Kumar Mishra|Phulpur|2858|12|Yuva Vikas Party|0.29|0|Uttar Pradesh|S24|2858
51|Rishabh Pandey|Phulpur|1945|13|Independent|0.2|0|Uttar Pradesh|S24|1945
51|Dr. Neeraj|Phulpur|2969|14|Independent|0.3|3|Uttar Pradesh|S24|2972
51|NOTA|Phulpur|7862|15|None of the Above|0.81|20|Uttar Pradesh|S24|7882
52|Girdhar Gopal Tripathi|Allahabad|10397|1|Communist Party of India|1.17|6|Uttar Pradesh|S24|10403
52|Yogesh Shukla|Allahabad|31852|2|Indian National Congress|3.59|101|Uttar Pradesh|S24|31953
52|Rajendra Singh Patel|Allahabad|309328|3|Samajwadi Party|34.89|851|Uttar Pradesh|S24|310179
52|Rita Bahuguna Joshi|Allahabad|493204|4|Bharatiya Janata Party|55.62|1250|Uttar Pradesh|S24|494454
52|Ajeet Kumar Patel|Allahabad|6261|5|Pragatisheel Samaj Party|0.7|6|Uttar Pradesh|S24|6267
52|Abhimanyu Singh Patel|Allahabad|2214|6|Pragatishil Samajwadi Party (Lohia)|0.25|3|Uttar Pradesh|S24|2217
52|Om Guru Charandas|Allahabad|2278|7|Sanatan Sanskriti Raksha Dal|0.26|0|Uttar Pradesh|S24|2278
52|Gayatri Prasad|Allahabad|1516|8|Bhartiya Shakti Chetna Party|0.17|1|Uttar Pradesh|S24|1517
52|Bhawani Singh|Allahabad|1840|9|Aam Aadmi Party|0.21|5|Uttar Pradesh|S24|1845
52|Ram Pal Gupta|Allahabad|3367|10|Parivartan Samaj Party|0.38|1|Uttar Pradesh|S24|3368
52|Shiv Dutt Shukla|Allahabad|5146|11|Annadata Party|0.58|1|Uttar Pradesh|S24|5147
52|Shiv Prasad|Allahabad|4117|12|Lok Gathbandhan Party|0.46|1|Uttar Pradesh|S24|4118
52|Ajay Sharma|Allahabad|4731|13|Independent|0.53|0|Uttar Pradesh|S24|4731
52|Rabindra Kumar Shrivastav|Allahabad|2954|14|Independent|0.33|0|Uttar Pradesh|S24|2954
52|NOTA|Allahabad|7610|15|None of the Above|0.86|15|Uttar Pradesh|S24|7625
53|Upendra Singh Rawat|Barabanki|535594|1|Bharatiya Janata Party|46.39|323|Uttar Pradesh|S24|535917
53|Tanuj Punia|Barabanki|159575|2|Indian National Congress|13.82|36|Uttar Pradesh|S24|159611
53|Ram Sagar Rawat|Barabanki|425624|3|Samajwadi Party|36.85|153|Uttar Pradesh|S24|425777
53|Asha Devi|Barabanki|5761|4|Lok Dal|0.5|1|Uttar Pradesh|S24|5762
53|Om kar|Barabanki|1369|5|Bahujan Mukti Party|0.12|2|Uttar Pradesh|S24|1371
53|Kalpana Rawat|Barabanki|1048|6|Bharat Prabhat Party|0.09|1|Uttar Pradesh|S24|1049
53|Tarawati|Barabanki|1920|7|Awami Samta Party|0.17|1|Uttar Pradesh|S24|1921
53|Fool Dulari|Barabanki|1622|8|Samdarshi Samaj Party|0.14|2|Uttar Pradesh|S24|1624
53|Vinod Kumar|Barabanki|1622|9|Aam Janta Party (India)|0.14|0|Uttar Pradesh|S24|1622
53|Santosh Kumari|Barabanki|1549|10|Dr. Bhimrao Ambedkar Dal|0.13|0|Uttar Pradesh|S24|1549
53|Kishan Lal|Barabanki|2288|11|Independent|0.2|1|Uttar Pradesh|S24|2289
53|Molhey Ram Rawat|Barabanki|4380|12|Independent|0.38|1|Uttar Pradesh|S24|4381
53|Manju Devi|Barabanki|3683|13|Independent|0.32|0|Uttar Pradesh|S24|3683
53|NOTA|Barabanki|8783|14|None of the Above|0.76|2|Uttar Pradesh|S24|8785
54|ANAND SEN|Faizabad|463187|1|Samajwadi Party|42.64|357|Uttar Pradesh|S24|463544
54|NIRMAL KHATRI|Faizabad|53322|2|Indian National Congress|4.91|64|Uttar Pradesh|S24|53386
54|LALLU SINGH|Faizabad|528113|3|Bharatiya Janata Party|48.66|908|Uttar Pradesh|S24|529021
54|ASHA DEVI|Faizabad|6669|4|Lok Dal|0.61|5|Uttar Pradesh|S24|6674
54|KANCHAN YADAV|Faizabad|2762|5|Moulik Adhikar Party|0.25|6|Uttar Pradesh|S24|2768
54|MAHESH TIWARI|Faizabad|1243|6|Shivsena|0.11|2|Uttar Pradesh|S24|1245
54|VIJAY SHANKAR PANDEY|Faizabad|2055|7|Lok Gathbandhan Party|0.19|1|Uttar Pradesh|S24|2056
54|SHER AFGAN|Faizabad|1336|8|Bharat Prabhat Party|0.12|1|Uttar Pradesh|S24|1337
54|KAMLESH TIWARI|Faizabad|2739|9|Independent|0.25|0|Uttar Pradesh|S24|2739
54|MANOJ KUMAR MISHRA|Faizabad|1821|10|Independent|0.17|1|Uttar Pradesh|S24|1822
54|RAJBAHADUR URF RAJAN PANDEY|Faizabad|7345|11|Independent|0.68|2|Uttar Pradesh|S24|7347
54|LAL MANI TRIPATHI (BHAI SAHAB)|Faizabad|3301|12|Independent|0.3|1|Uttar Pradesh|S24|3302
54|SHARAD KUMAR|Faizabad|2492|13|Independent|0.23|0|Uttar Pradesh|S24|2492
54|NOTA|Faizabad|9381|14|None of the Above|0.86|7|Uttar Pradesh|S24|9388
55|Mukut Bihari|Ambedkar Nagar|467287|1|Bharatiya Janata Party|42.95|951|Uttar Pradesh|S24|468238
55|Ritesh Pandey|Ambedkar Nagar|563445|2|Bahujan Samaj Party|51.75|673|Uttar Pradesh|S24|564118
55|Ayodhya|Ambedkar Nagar|5449|3|Bharat Prabhat Party|0.5|23|Uttar Pradesh|S24|5472
55|Ashutosh|Ambedkar Nagar|4162|4|Moulik Adhikar Party|0.38|1|Uttar Pradesh|S24|4163
55|Parshuram Patel|Ambedkar Nagar|2440|5|Hindusthan Nirman Dal|0.22|3|Uttar Pradesh|S24|2443
55|Premnath Nishad|Ambedkar Nagar|2385|6|Pragatishil Samajwadi Party (Lohia)|0.22|5|Uttar Pradesh|S24|2390
55|Mastram Kori|Ambedkar Nagar|1959|7|Swatantra Jantaraj Party|0.18|0|Uttar Pradesh|S24|1959
55|Rakesh|Ambedkar Nagar|15164|8|Suheldev Bharatiya Samaj Party|1.39|3|Uttar Pradesh|S24|15167
55|Ram Singar|Ambedkar Nagar|2224|9|Voters Party  International|0.2|0|Uttar Pradesh|S24|2224
55|Sushila Dinkar|Ambedkar Nagar|6054|10|Bahujan Mukti Party|0.56|11|Uttar Pradesh|S24|6065
55|Taigar Ramnihor Patel 'Ratnashah'|Ambedkar Nagar|6567|11|Independent|0.6|2|Uttar Pradesh|S24|6569
55|NOTA|Ambedkar Nagar|11329|12|None of the Above|1.04|15|Uttar Pradesh|S24|11344
56|AKSHAIBAR LAL|Bahraich|525512|1|Bharatiya Janata Party|53.14|470|Uttar Pradesh|S24|525982
56|SHABBIR BALMIKI|Bahraich|396843|2|Samajwadi Party|40.13|387|Uttar Pradesh|S24|397230
56|SAVITRI BAI PHULE|Bahraich|34383|3|Indian National Congress|3.48|71|Uttar Pradesh|S24|34454
56|JAGDISH KUMAR SINGH|Bahraich|2488|4|Pragatishil Samajwadi Party (Lohia)|0.25|1|Uttar Pradesh|S24|2489
56|MAUJILAL|Bahraich|1662|5|Rashtriya Jan Adhikar Party (United)|0.17|0|Uttar Pradesh|S24|1662
56|RAM SAGAR|Bahraich|1581|6|Rashtriya Kranti Party|0.16|0|Uttar Pradesh|S24|1581
56|RINKU SAHANI|Bahraich|2423|7|Shivsena|0.25|4|Uttar Pradesh|S24|2427
56|GUR PRASAD|Bahraich|2131|8|Independent|0.22|0|Uttar Pradesh|S24|2131
56|JANARDAN GOND|Bahraich|5179|9|Independent|0.52|0|Uttar Pradesh|S24|5179
56|SHIVNANDAN|Bahraich|3524|10|Independent|0.36|0|Uttar Pradesh|S24|3524
56|NOTA|Bahraich|13184|11|None of the Above|1.33|5|Uttar Pradesh|S24|13189
57|Chandradev Ram Yadav|Kaiserganj|319418|1|Bahujan Samaj Party|32.58|339|Uttar Pradesh|S24|319757
57|Brijbhusan Sharan Singh|Kaiserganj|580226|2|Bharatiya Janata Party|59.24|1132|Uttar Pradesh|S24|581358
57|Vinay Kumar Pandey 'Vinnu'|Kaiserganj|37049|3|Indian National Congress|3.78|83|Uttar Pradesh|S24|37132
57|Umesh Kumar|Kaiserganj|5898|4|Rashtriya Jan Adhikar Party (United)|0.6|1|Uttar Pradesh|S24|5899
57|Chandra Prakash Pandey|Kaiserganj|3114|5|Naitik Party|0.32|3|Uttar Pradesh|S24|3117
57|Dhananjay Sharma|Kaiserganj|2000|6|Pragatishil Samajwadi Party (Lohia)|0.2|1|Uttar Pradesh|S24|2001
57|Pramod Kumar|Kaiserganj|2214|7|Samrat Ashok Sena Party|0.23|0|Uttar Pradesh|S24|2214
57|Vajid|Kaiserganj|2036|8|Aam Janta Party (India)|0.21|0|Uttar Pradesh|S24|2036
57|Santosh|Kaiserganj|2165|9|Bharat Prabhat Party|0.22|1|Uttar Pradesh|S24|2166
57|Om Prakash Mishra|Kaiserganj|3085|10|Independent|0.31|4|Uttar Pradesh|S24|3089
57|Munni|Kaiserganj|4563|11|Independent|0.47|2|Uttar Pradesh|S24|4565
57|Shiv Narayan|Kaiserganj|4898|12|Independent|0.5|0|Uttar Pradesh|S24|4898
57|NOTA|Kaiserganj|13157|13|None of the Above|1.34|11|Uttar Pradesh|S24|13168
58|DADDAN MISHRA|Shrawasti|436228|1|Bharatiya Janata Party|43.78|223|Uttar Pradesh|S24|436451
58|DHIRENDRA PRATAP SINGH|Shrawasti|58014|2|Indian National Congress|5.82|28|Uttar Pradesh|S24|58042
58|NABBAN KHAN|Shrawasti|12662|3|Communist Party of India|1.27|0|Uttar Pradesh|S24|12662
58|RAM SHIROMANI|Shrawasti|441505|4|Bahujan Samaj Party|44.31|266|Uttar Pradesh|S24|441771
58|RAJWANT SINGH|Shrawasti|7479|5|Shivsena|0.75|0|Uttar Pradesh|S24|7479
58|RAM KUMAR PANDEY|Shrawasti|4325|6|Hindusthan Nirman Dal|0.43|0|Uttar Pradesh|S24|4325
58|HANOMAN PRASAD MISHRA|Shrawasti|3165|7|Kisan Mazdoor Sangharsh Party|0.32|0|Uttar Pradesh|S24|3165
58|ARJUN|Shrawasti|3509|8|Independent|0.35|0|Uttar Pradesh|S24|3509
58|UGRASEN SINGH|Shrawasti|7064|9|Independent|0.71|0|Uttar Pradesh|S24|7064
58|BALMUKUND|Shrawasti|5431|10|Independent|0.54|0|Uttar Pradesh|S24|5431
58|NOTA|Shrawasti|17104|11|None of the Above|1.72|4|Uttar Pradesh|S24|17108
59|KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA|Gonda|507276|1|Bharatiya Janata Party|55.01|914|Uttar Pradesh|S24|508190
59|SMT KRISHNA PATEL|Gonda|25646|2|Indian National Congress|2.78|40|Uttar Pradesh|S24|25686
59|VINOD KUMAR ALIAS PANDIT SINGH|Gonda|341179|3|Samajwadi Party|37|651|Uttar Pradesh|S24|341830
59|ASMAN DATT MISHRA|Gonda|3732|4|Bharat Prabhat Party|0.4|2|Uttar Pradesh|S24|3734
59|"QUTUBUDDIN KHAN ""DIMOND"""|Gonda|6210|5|Pragatishil Samajwadi Party (Lohia)|0.67|2|Uttar Pradesh|S24|6212
59|MOHD. JAVED ANSARI|Gonda|1529|6|Vishwa Manav Samaj Kalyan Parishad,|0.17|0|Uttar Pradesh|S24|1529
59|DHANI RAM CHAUDHRI|Gonda|3539|7|Rashtriya Jansambhavna Party|0.38|1|Uttar Pradesh|S24|3540
59|PEER ALI KHAN|Gonda|1936|8|Kisan Mazdoor Sangharsh Party|0.21|0|Uttar Pradesh|S24|1936
59|MUBARAK ALI|Gonda|2830|9|All India Forward Bloc|0.31|0|Uttar Pradesh|S24|2830
59|RADHEY SHYAM ALIAS PAPPU RAJBHAR|Gonda|3854|10|Suheldev Bharatiya Samaj Party|0.42|2|Uttar Pradesh|S24|3856
59|HAFIZ ALI|Gonda|2103|11|Peace Party|0.23|1|Uttar Pradesh|S24|2104
59|MO. ARBI|Gonda|2568|12|Independent|0.28|0|Uttar Pradesh|S24|2568
59|NARENDRA SINGH|Gonda|3265|13|Independent|0.35|0|Uttar Pradesh|S24|3265
59|MAHESH SINGH|Gonda|5475|14|Independent|0.59|0|Uttar Pradesh|S24|5475
59|VINOD KUMAR SINGH|Gonda|2641|15|Independent|0.29|2|Uttar Pradesh|S24|2643
59|NOTA|Gonda|8401|16|None of the Above|0.91|17|Uttar Pradesh|S24|8418
6|IMRAN PRATAPGARHI|Moradabad|59117|1|Indian National Congress|4.62|81|Uttar Pradesh|S24|59198
6|KUNWAR SARVESH KUMAR|Moradabad|549729|2|Bharatiya Janata Party|43.01|1809|Uttar Pradesh|S24|551538
6|Dr. S.T. HASAN|Moradabad|648817|3|Samajwadi Party|50.65|599|Uttar Pradesh|S24|649416
6|MOHD. ASLAM URF PASHA|Moradabad|4593|4|Jan Shakti Dal|0.36|1|Uttar Pradesh|S24|4594
6|Tej Singh Seny|Moradabad|761|5|Rashtriya Samanta Dal|0.06|1|Uttar Pradesh|S24|762
6|DILERAM|Moradabad|1886|6|Bhartiya Harit Party|0.15|0|Uttar Pradesh|S24|1886
6|NADIR ALI MANSOORI|Moradabad|1046|7|Peace Party|0.08|5|Uttar Pradesh|S24|1051
6|BHISHM JIT SINGH|Moradabad|560|8|Fauji Janta Party|0.04|4|Uttar Pradesh|S24|564
6|ROOPCHAND SINGH|Moradabad|931|9|Bharatiya Bahujan Samta Party|0.07|17|Uttar Pradesh|S24|948
6|AKEEL|Moradabad|890|10|Independent|0.07|0|Uttar Pradesh|S24|890
6|NARESH KUMAR SAINI|Moradabad|911|11|Independent|0.07|1|Uttar Pradesh|S24|912
6|PRINCE KUMAR SHARMA|Moradabad|2271|12|Independent|0.18|2|Uttar Pradesh|S24|2273
6|MUSARRAT HUSAIN|Moradabad|2417|13|Independent|0.19|0|Uttar Pradesh|S24|2417
6|NOTA|Moradabad|5740|14|None of the Above|0.45|17|Uttar Pradesh|S24|5757
60|AFTAB ALAM|Domariyaganj|386901|1|Bahujan Samaj Party|39.27|31|Uttar Pradesh|S24|386932
60|CHANDRASH ALIAS CHANDRESH KUMAR UPADHYAY|Domariyaganj|60538|2|Indian National Congress|6.15|11|Uttar Pradesh|S24|60549
60|JAGDAMBIKA PAL|Domariyaganj|492145|3|Bharatiya Janata Party|49.96|108|Uttar Pradesh|S24|492253
60|ARJUN SINGH LODHI|Domariyaganj|8265|4|Bahujan Mukti Party|0.84|0|Uttar Pradesh|S24|8265
60|KESHARI NANDAN|Domariyaganj|3066|5|Sabka Dal United|0.31|0|Uttar Pradesh|S24|3066
60|KESHAV RAJBHAR|Domariyaganj|3809|6|Suheldev Bharatiya Samaj Party|0.39|0|Uttar Pradesh|S24|3809
60|BRIJESH KUMAR|Domariyaganj|4097|7|Janhit Kisan Party|0.42|0|Uttar Pradesh|S24|4097
60|MOHAMMAD IRFAN|Domariyaganj|5765|8|Peace Party|0.59|0|Uttar Pradesh|S24|5765
60|SANJAY KUMAR CHAUHAN|Domariyaganj|5029|9|Nagrik Ekta Party|0.51|1|Uttar Pradesh|S24|5030
60|SHARWAN KUMAR|Domariyaganj|3746|10|Independent|0.38|0|Uttar Pradesh|S24|3746
60|NOTA|Domariyaganj|11754|11|None of the Above|1.19|3|Uttar Pradesh|S24|11757
61|RAJ KISHOR SINGH|Basti|86453|1|Indian National Congress|8.24|467|Uttar Pradesh|S24|86920
61|RAM PRASAD CHAUDHARY|Basti|437641|2|Bahujan Samaj Party|41.8|3167|Uttar Pradesh|S24|440808
61|HARISH CHANDRA ALIAS HARISH DWIVEDI|Basti|469214|3|Bharatiya Janata Party|44.68|1948|Uttar Pradesh|S24|471162
61|PANKAJ DUBEY|Basti|7340|4|Lok Gathbandhan Party|0.7|5|Uttar Pradesh|S24|7345
61|PRAMOD SHUKLA|Basti|2678|5|Rashtrawadi Party of India,|0.25|2|Uttar Pradesh|S24|2680
61|RAM PRASAD CHAURASIYA|Basti|3734|6|Janhit Kisan Party|0.35|3|Uttar Pradesh|S24|3737
61|ROHIT KUMAR PATHAK|Basti|3179|7|Hindusthan Nirman Dal|0.3|3|Uttar Pradesh|S24|3182
61|VINOD KUMAR RAJBHAR|Basti|11960|8|Suheldev Bharatiya Samaj Party|1.14|11|Uttar Pradesh|S24|11971
61|CHANDRA MANI PANDEY|Basti|3161|9|Independent|0.3|9|Uttar Pradesh|S24|3170
61|BHAGWANDAS|Basti|5589|10|Independent|0.53|1|Uttar Pradesh|S24|5590
61|RANGI LAL YADAV|Basti|7638|11|Independent|0.72|1|Uttar Pradesh|S24|7639
61|NOTA|Basti|10298|12|None of the Above|0.98|37|Uttar Pradesh|S24|10335
62|PRAVEEN KUMAR NISHAD|Sant Kabir Nagar|466167|1|Bharatiya Janata Party|43.97|1376|Uttar Pradesh|S24|467543
62|BHAL CHANDRA YADAV|Sant Kabir Nagar|128242|2|Indian National Congress|12.08|264|Uttar Pradesh|S24|128506
62|BHEESHMA SHANKAR|Sant Kabir Nagar|430899|3|Bahujan Samaj Party|40.61|895|Uttar Pradesh|S24|431794
62|AKHILESH KUMAR|Sant Kabir Nagar|8013|4|Moulik Adhikar Party|0.75|12|Uttar Pradesh|S24|8025
62|ANAND KUMAR GAUTAM|Sant Kabir Nagar|3984|5|Bahujan Mukti Party|0.37|3|Uttar Pradesh|S24|3987
62|RAJENDRA YADAV|Sant Kabir Nagar|6915|6|Independent|0.65|17|Uttar Pradesh|S24|6932
62|LOTAN|Sant Kabir Nagar|3972|7|Independent|0.37|0|Uttar Pradesh|S24|3972
62|NOTA|Sant Kabir Nagar|12614|8|None of the Above|1.19|17|Uttar Pradesh|S24|12631
63|AKHILESH|Maharajganj|385592|1|Samajwadi Party|31.45|333|Uttar Pradesh|S24|385925
63|PANKAJ CHOUDHARY|Maharajganj|725557|2|Bharatiya Janata Party|59.2|792|Uttar Pradesh|S24|726349
63|SUPRIYA SHRINATE|Maharajganj|72449|3|Indian National Congress|5.91|67|Uttar Pradesh|S24|72516
63|PAPPU CHAUHAN|Maharajganj|2856|4|Satya Kranti Party|0.23|1|Uttar Pradesh|S24|2857
63|MANISH|Maharajganj|1530|5|Bahujan Mukti Party|0.13|4|Uttar Pradesh|S24|1534
63|MANOJ KUMAR RANA|Maharajganj|1777|6|Bhartiya Kisan Union Samaj Party|0.15|9|Uttar Pradesh|S24|1786
63|SHIV CHARAN|Maharajganj|1431|7|Jai Hind Samaj Party|0.12|0|Uttar Pradesh|S24|1431
63|SUMIT|Maharajganj|5183|8|Janhit Kisan Party|0.42|0|Uttar Pradesh|S24|5183
63|ANEEL KUMAR|Maharajganj|2040|9|Independent|0.17|2|Uttar Pradesh|S24|2042
63|AMARJEET|Maharajganj|2254|10|Independent|0.18|0|Uttar Pradesh|S24|2254
63|PANNELAL|Maharajganj|3871|11|Independent|0.32|1|Uttar Pradesh|S24|3872
63|PRAMOD KUMAR|Maharajganj|2236|12|Independent|0.18|0|Uttar Pradesh|S24|2236
63|MOHANKUMAR|Maharajganj|3066|13|Independent|0.25|0|Uttar Pradesh|S24|3066
63|LALDHARI YADAV|Maharajganj|5386|14|Independent|0.44|1|Uttar Pradesh|S24|5387
63|NOTA|Maharajganj|10458|15|None of the Above|0.85|20|Uttar Pradesh|S24|10478
64|Dr. Ashish Kumar Singh|Gorakhpur|8157|1|Communist Party of India|0.69|15|Uttar Pradesh|S24|8172
64|Madhusudan Tripathi|Gorakhpur|22855|2|Indian National Congress|1.94|117|Uttar Pradesh|S24|22972
64|Ravindra Shyamnarayan Shukla alias Ravi Kishan|Gorakhpur|715010|3|Bharatiya Janata Party|60.54|2112|Uttar Pradesh|S24|717122
64|Rambhual Nishad|Gorakhpur|414340|4|Samajwadi Party|35.07|1118|Uttar Pradesh|S24|415458
64|Abhishek Chand|Gorakhpur|4317|5|Suheldev Bharatiya Samaj Party|0.36|2|Uttar Pradesh|S24|4319
64|Awadhesh Kumar Singh|Gorakhpur|1305|6|Shane Hind Fourm|0.11|1|Uttar Pradesh|S24|1306
64|Jai Prakash Mishra|Gorakhpur|1335|7|Rashtrawadi Party of India,|0.11|1|Uttar Pradesh|S24|1336
64|Jitendra Kumar|Gorakhpur|1572|8|Jwala Dal|0.13|0|Uttar Pradesh|S24|1572
64|Shyamnarayan Yadav|Gorakhpur|2702|9|Pragatishil Samajwadi Party (Lohia)|0.23|6|Uttar Pradesh|S24|2708
64|Subhash Chandra Dubey|Gorakhpur|1982|10|Socialist Party (India)|0.17|0|Uttar Pradesh|S24|1982
64|NOTA|Gorakhpur|7647|11|None of the Above|0.65|41|Uttar Pradesh|S24|7688
65|N.P. KUSHWAHA ALIAS NATHUNI PRASAD KUSHWAHA|Kushi Nagar|257776|1|Samajwadi Party|24.64|1703|Uttar Pradesh|S24|259479
65|KUNWER RATANJIT PRATAP NARAYAN SINGH|Kushi Nagar|145495|2|Indian National Congress|13.88|656|Uttar Pradesh|S24|146151
65|VIJAY KUMAR DUBEY|Kushi Nagar|595508|3|Bharatiya Janata Party|56.69|1531|Uttar Pradesh|S24|597039
65|AMIRUDDIN|Kushi Nagar|8540|4|Apna Dal United Party|0.81|1|Uttar Pradesh|S24|8541
65|ARVIND YADAV|Kushi Nagar|1405|5|Communist Party of India (Marxist-Leninist) Red Star|0.13|1|Uttar Pradesh|S24|1406
65|UMESH SINGH|Kushi Nagar|1602|6|Bhartiya Shakti Chetna Party|0.15|3|Uttar Pradesh|S24|1605
65|USMAN|Kushi Nagar|2714|7|Peace Party|0.26|1|Uttar Pradesh|S24|2715
65|P.C. KUREEL|Kushi Nagar|3072|8|Indian National League|0.29|0|Uttar Pradesh|S24|3072
65|DR GANESH|Kushi Nagar|1822|9|Akhil Bhartiya Gondwana Party|0.17|9|Uttar Pradesh|S24|1831
65|RAJIV|Kushi Nagar|8449|10|Suheldev Bharatiya Samaj Party|0.8|5|Uttar Pradesh|S24|8454
